variant,effective_update,raw_action_loss,raw_direction_loss,raw_alignment_loss,weighted_direction_loss,weighted_alignment_loss,learning_rate,lambda_a,lambda_b,gradient_norm_before_clip,gradient_clip_scale,direction_supervised_samples_in_update
sa,980,1.65625,0.0320892333984375,,0.00962677001953125,,2.937062890850939e-05,0.3,0.049,7.237530708312988,0.13816867109819728,15
sa,981,1.84375,0.061737060546875,,0.0185211181640625,,2.940059857792221e-05,0.3,0.04905,9.085247993469238,0.11006854196152173,16
sa,982,1.638671875,0.031829833984375,,0.0095489501953125,,2.9430570066324435e-05,0.3,0.049100000000000005,8.41978931427002,0.11876781742093961,16
sa,983,1.546875,0.02655029296875,,0.007965087890625,,2.9460539735737257e-05,0.3,0.04915,7.982276439666748,0.12527754551704665,16
sa,984,1.689453125,0.017974853515625,,0.0053924560546875,,2.9490509405150078e-05,0.3,0.0492,7.068495750427246,0.14147281618434251,15
sa,985,1.888671875,0.031890869140625,,0.0095672607421875,,2.95204790745629e-05,0.3,0.04925,8.141871452331543,0.12282188509788318,14
sa,986,1.685546875,0.039215087890625,,0.0117645263671875,,2.9550450562965125e-05,0.3,0.049300000000000004,7.736985206604004,0.1292493100731842,14
sa,987,1.791015625,0.022735595703125,,0.0068206787109375,,2.9580420232377946e-05,0.3,0.049350000000000005,9.021915435791016,0.1108412074040154,15
sa,988,1.634765625,0.0395355224609375,,0.01186065673828125,,2.9610389901790768e-05,0.3,0.0494,7.6805901527404785,0.13019832852859545,14
sa,989,1.81640625,0.031707763671875,,0.0095123291015625,,2.964035957120359e-05,0.3,0.04945,7.786064147949219,0.12843459557976944,14
sa,990,1.46484375,0.029876708984375,,0.0089630126953125,,2.967032924061641e-05,0.3,0.0495,7.991798400878906,0.12512828150044725,16
sa,991,1.671875,0.02459716796875,,0.0073791503906249995,,2.9700300729018636e-05,0.3,0.049550000000000004,7.7071051597595215,0.12975040294262732,14
sa,992,1.515625,0.021636962890625,,0.0064910888671875,,2.9730270398431458e-05,0.3,0.049600000000000005,6.433298110961914,0.15544126554559412,15
sa,993,1.76953125,0.0198211669921875,,0.00594635009765625,,2.976024006784428e-05,0.3,0.04965,6.737277030944824,0.14842791760037835,14
sa,994,1.8125,0.04095458984375,,0.012286376953124999,,2.97902097372571e-05,0.3,0.0497,6.768614292144775,0.14774072754604095,15
sa,995,1.890625,0.0320281982421875,,0.009608459472656249,,2.9820179406669922e-05,0.3,0.04975,8.367899894714355,0.1195042976830611,15
sa,996,1.474609375,0.0318756103515625,,0.009562683105468749,,2.9850150895072147e-05,0.3,0.049800000000000004,7.108089447021484,0.14068477998951348,16
sa,997,1.640625,0.0318603515625,,0.00955810546875,,2.988012056448497e-05,0.3,0.049850000000000005,7.666894912719727,0.13043089952112877,15
sa,998,1.94921875,0.068145751953125,,0.0204437255859375,,2.991009023389779e-05,0.3,0.0499,10.517319679260254,0.09508125934138535,14
sa,999,1.685546875,0.05562591552734375,,0.016687774658203123,,2.9940059903310612e-05,0.3,0.04995,7.525750637054443,0.13287711063349783,15
sa,1000,1.8515625,0.026214599609375,,0.0078643798828125,,2.9970031391712837e-05,0.3,0.05,7.4240546226501465,0.1346972848164515,15
sa,1001,1.533203125,0.024173736572265625,,0.007252120971679687,,2.9999999242136255e-05,0.3,0.05005,7.643452167510986,0.13083093582381114,15
sa,1002,1.765625,0.030731201171875,,0.009219360351562499,,2.9999982871231623e-05,0.3,0.050100000000000006,7.788054943084717,0.1284017649217966,14
sa,1003,1.642578125,0.03656005859375,,0.010968017578125,,2.9999931939528324e-05,0.3,0.05015,9.164690971374512,0.10911442656642256,16
sa,1004,1.560546875,0.0202178955078125,,0.00606536865234375,,2.999984826601576e-05,0.3,0.0502,8.126072883605957,0.12306067325798442,15
sa,1005,1.60546875,0.0190277099609375,,0.0057083129882812495,,2.9999733669683337e-05,0.3,0.050249999999999996,8.124496459960938,0.12308455113842316,13
sa,1006,1.548828125,0.0270233154296875,,0.00810699462890625,,2.9999584512552246e-05,0.3,0.050300000000000004,8.255380630493164,0.12113311847866444,15
sa,1007,1.552734375,0.02838134765625,,0.008514404296875,,2.999940079462249e-05,0.3,0.05035,6.444610595703125,0.1551684132268192,13
sa,1008,1.82421875,0.041046142578125,,0.0123138427734375,,2.9999184334883466e-05,0.3,0.0504,9.18344783782959,0.1088915642206489,16
sa,1009,1.529296875,0.0216827392578125,,0.00650482177734375,,2.9998933314345777e-05,0.3,0.050449999999999995,8.311687469482422,0.12031251219101374,14
sa,1010,1.50390625,0.0230712890625,,0.0069213867187499995,,2.9998651370988227e-05,0.3,0.0505,7.867400646209717,0.1271067846890155,15
sa,1011,1.60546875,0.0288238525390625,,0.008647155761718749,,2.999833486683201e-05,0.3,0.05055,8.552142143249512,0.11692976838432614,15
sa,1012,1.689453125,0.0227203369140625,,0.00681610107421875,,2.9997983801877126e-05,0.3,0.050600000000000006,8.191314697265625,0.12208052516085287,16
sa,1013,1.5390625,0.029571533203125,,0.0088714599609375,,2.999760181410238e-05,0.3,0.05065,8.164462089538574,0.1224820434014063,16
sa,1014,1.921875,0.011566162109375,,0.0034698486328125,,2.999718526552897e-05,0.3,0.0507,8.684334754943848,0.11514986791944157,15
sa,1015,1.478515625,0.028106689453125,,0.0084320068359375,,2.9996735975146294e-05,0.3,0.050749999999999997,8.711935997009277,0.11478504896538384,16
sa,1016,1.51171875,0.018524169921875,,0.0055572509765625,,2.9996253942954354e-05,0.3,0.050800000000000005,7.38131046295166,0.13547729837665126,15
sa,1017,1.55078125,0.008876800537109375,,0.0026630401611328126,,2.9995735530974343e-05,0.3,0.05085,7.277132987976074,0.13741675487479602,14
sa,1018,1.755859375,0.0297698974609375,,0.00893096923828125,,2.9995188015163876e-05,0.3,0.0509,9.237411499023438,0.10825543498908956,16
sa,1019,1.376953125,0.0359344482421875,,0.01078033447265625,,2.9994602300575934e-05,0.3,0.050949999999999995,6.687442779541016,0.14953398974258345,15
sa,1020,1.408203125,0.027252197265625,,0.0081756591796875,,2.9993987482157536e-05,0.3,0.051000000000000004,7.543636322021484,0.13256206387903227,16
sa,1021,1.58984375,0.04022216796875,,0.012066650390625,,2.9993336283951066e-05,0.3,0.05105,7.7023234367370605,0.12983095402491052,15
sa,1022,1.37109375,0.0344696044921875,,0.010340881347656249,,2.9992654162924737e-05,0.3,0.051100000000000007,7.084005832672119,0.1411630684136232,15
sa,1023,1.638671875,0.044158935546875,,0.013247680664062499,,2.9991939300089143e-05,0.3,0.05115,8.850236892700195,0.11299132578302108,15
sa,1024,1.623046875,0.01778411865234375,,0.005335235595703125,,2.9991189876454882e-05,0.3,0.0512,7.285781383514404,0.1372536379231345,13
sa,1025,1.615234375,0.0186614990234375,,0.00559844970703125,,2.9990407711011358e-05,0.3,0.05125,7.263174533843994,0.13768084400840574,16
sa,1026,1.416015625,0.0463104248046875,,0.01389312744140625,,2.9989590984769166e-05,0.3,0.051300000000000005,9.478381156921387,0.10550324822818201,15
sa,1027,1.310546875,0.0317535400390625,,0.00952606201171875,,2.9988743335707113e-05,0.3,0.05135,8.242945671081543,0.12131585478092709,16
sa,1028,1.685546875,0.0142669677734375,,0.00428009033203125,,2.9987857487867586e-05,0.3,0.0514,7.895768642425537,0.12665011416707436,13
sa,1029,1.587890625,0.0345001220703125,,0.01035003662109375,,2.9986944355187006e-05,0.3,0.051449999999999996,7.887937545776367,0.12677585163379682,15
sa,1030,1.712890625,0.01541900634765625,,0.004625701904296875,,2.9985994842718355e-05,0.3,0.051500000000000004,7.524355411529541,0.1329017497588835,14
sa,1031,1.431640625,0.0183563232421875,,0.00550689697265625,,2.998501258844044e-05,0.3,0.05155,6.6652092933654785,0.15003279806913128,15
sa,1032,1.64453125,0.01601409912109375,,0.0048042297363281245,,2.998399577336386e-05,0.3,0.05160000000000001,8.373489379882812,0.11942452598106658,16
sa,1033,1.59765625,0.0561370849609375,,0.01684112548828125,,2.998294985445682e-05,0.3,0.05165,8.13798999786377,0.12288046560176419,16
sa,1034,1.314453125,0.0186767578125,,0.00560302734375,,2.9981865736772306e-05,0.3,0.0517,10.957457542419434,0.09126204652208011,16
sa,1035,1.341796875,0.0352783203125,,0.01058349609375,,2.9980752515257336e-05,0.3,0.05175,8.016489028930664,0.12474288886208232,14
sa,1036,1.3359375,0.019500732421875,,0.0058502197265625,,2.997960109496489e-05,0.3,0.051800000000000006,7.525884628295898,0.1328747448825072,16
sa,1037,1.4609375,0.0316619873046875,,0.00949859619140625,,2.997842057084199e-05,0.3,0.05185,8.799969673156738,0.11363675525500742,15
sa,1038,1.314453125,0.028411865234375,,0.0085235595703125,,2.9977203666931018e-05,0.3,0.0519,7.044783592224121,0.1419490019684605,16
sa,1039,1.66796875,0.0338134765625,,0.01014404296875,,2.9975955840200186e-05,0.3,0.051949999999999996,7.460400581359863,0.13404105973860755,16
sa,1040,1.53125,0.0232696533203125,,0.00698089599609375,,2.997467527166009e-05,0.3,0.052000000000000005,8.429181098937988,0.11863548644434657,15
sa,1041,1.3671875,0.0274658203125,,0.00823974609375,,2.9973360142321326e-05,0.3,0.05205,10.805611610412598,0.09254450706301263,16
sa,1042,1.357421875,0.107757568359375,,0.0323272705078125,,2.99720122711733e-05,0.3,0.05210000000000001,11.470563888549805,0.08717967222153954,16
sa,1043,1.634765625,0.01300811767578125,,0.003902435302734375,,2.9970631658216007e-05,0.3,0.05215,8.479729652404785,0.1179282879279539,14
sa,1044,1.337890625,0.015411376953125,,0.0046234130859375,,2.996921648446005e-05,0.3,0.0522,7.047739505767822,0.14188946671221414,16
sa,1045,1.4140625,0.012821197509765625,,0.0038463592529296873,,2.9967768568894826e-05,0.3,0.05225,17.98607635498047,0.05559856303640639,16
sa,1046,1.5078125,0.0274658203125,,0.00823974609375,,2.996628791152034e-05,0.3,0.052300000000000006,9.997695922851562,0.10002304608147934,16
sa,1047,1.59375,0.0728302001953125,,0.021849060058593748,,2.9964772693347186e-05,0.3,0.05235,9.78477954864502,0.10219954318117247,16
sa,1048,1.39453125,0.0169677734375,,0.0050903320312499995,,2.9963226552354172e-05,0.3,0.0524,7.211307525634766,0.1386711073470655,16
sa,1049,1.470703125,0.0177459716796875,,0.00532379150390625,,2.9961644031573087e-05,0.3,0.05245,8.068204879760742,0.12394330770014536,14
sa,1050,1.83203125,0.067962646484375,,0.0203887939453125,,2.9960030587972142e-05,0.3,0.052500000000000005,17.95736312866211,0.055687463289299965,16
sa,1051,1.681640625,0.0265655517578125,,0.00796966552734375,,2.995838258357253e-05,0.3,0.05255,8.680320739746094,0.11520311633429928,16
sa,1052,1.3203125,0.0147247314453125,,0.00441741943359375,,2.9956701837363653e-05,0.3,0.05260000000000001,7.387394905090332,0.13536571590493202,15
sa,1053,1.5625,0.022552490234375,,0.0067657470703125,,2.9954990168334916e-05,0.3,0.05265,9.116279602050781,0.10969387114619014,15
sa,1054,1.259765625,0.03277587890625,,0.009832763671875,,2.9953240300528705e-05,0.3,0.052700000000000004,8.681415557861328,0.11518858800561214,16
sa,1055,1.208984375,0.020416259765625,,0.0061248779296875,,2.9951461328892037e-05,0.3,0.05275,7.907726764678955,0.12645859293806783,16
sa,1056,1.744140625,0.05572509765625,,0.016717529296875,,2.994965143443551e-05,0.3,0.05280000000000001,10.25994873046875,0.0974663739819987,15
sa,1057,1.66015625,0.0688629150390625,,0.020658874511718748,,2.9947801522212103e-05,0.3,0.05285,10.03376579284668,0.09966347836351978,15
sa,1058,1.259765625,0.0210113525390625,,0.0063034057617187495,,2.994592250615824e-05,0.3,0.0529,8.627948760986328,0.11590240365378365,16
sa,1059,1.412109375,0.039825439453125,,0.0119476318359375,,2.9944010748295113e-05,0.3,0.05295,8.9431734085083,0.1118171318302546,16
sa,1060,1.388671875,0.03289794921875,,0.009869384765625,,2.994206442963332e-05,0.3,0.053000000000000005,8.263967514038086,0.12100725206159024,16
sa,1061,1.595703125,0.0243377685546875,,0.00730133056640625,,2.994008536916226e-05,0.3,0.05305,8.513526916503906,0.11746013254053957,15
sa,1062,1.1708984375,0.0286102294921875,,0.00858306884765625,,2.9938071747892536e-05,0.3,0.05310000000000001,7.355260372161865,0.1359571176820324,16
sa,1063,1.595703125,0.01934814453125,,0.005804443359375,,2.9936029022792354e-05,0.3,0.05315,9.418551445007324,0.10617343928509193,16
sa,1064,1.1787109375,0.02862548828125,,0.008587646484375,,2.9933948098914698e-05,0.3,0.053200000000000004,8.488531112670898,0.11780601222127725,16
sa,1065,1.314453125,0.016876220703125,,0.0050628662109375,,2.993183625221718e-05,0.3,0.05325,7.855548858642578,0.12729855265298393,16
sa,1066,1.501953125,0.037872314453125,,0.0113616943359375,,2.9929695301689208e-05,0.3,0.05330000000000001,8.359432220458984,0.11962534938109634,16
sa,1067,1.330078125,0.0374298095703125,,0.01122894287109375,,2.9927514333394356e-05,0.3,0.05335,11.35230827331543,0.08808781226903302,16
sa,1068,1.19140625,0.031005859375,,0.0093017578125,,2.9925302442279644e-05,0.3,0.0534,7.60450553894043,0.13150098910169702,16
sa,1069,1.73046875,0.02603912353515625,,0.007811737060546875,,2.9923061447334476e-05,0.3,0.05345,8.719045639038086,0.11469145149586846,16
sa,1070,1.3271484375,0.0183563232421875,,0.00550689697265625,,2.992078043462243e-05,0.3,0.053500000000000006,7.152040481567383,0.1398202376758427,16
sa,1071,1.2890625,0.03125,,0.009375,,2.991847213706933e-05,0.3,0.05355,11.156855583190918,0.0896309889953774,15
sa,1072,1.4208984375,0.0222930908203125,,0.00668792724609375,,2.991612745972816e-05,0.3,0.05360000000000001,7.822153091430664,0.12784203892602428,15
sa,1073,1.544921875,0.024993896484375,,0.0074981689453125,,2.9913751859567128e-05,0.3,0.05365,14.413111686706543,0.06938127045267518,16
sa,1074,1.642578125,0.01856231689453125,,0.005568695068359375,,2.991134169860743e-05,0.3,0.053700000000000005,8.867321968078613,0.11277362022038788,13
sa,1075,1.1572265625,0.040740966796875,,0.0122222900390625,,2.9908898795838468e-05,0.3,0.05375,7.089717864990234,0.14104933638306036,15
sa,1076,1.2548828125,0.017913818359375,,0.0053741455078125,,2.9906424970249645e-05,0.3,0.05380000000000001,8.288408279418945,0.12065042723379266,14
sa,1077,1.3173828125,0.016357421875,,0.0049072265624999995,,2.9903914764872752e-05,0.3,0.05385,8.304289817810059,0.12041968933397752,16
sa,1078,1.408203125,0.0204315185546875,,0.00612945556640625,,2.9901371817686595e-05,0.3,0.0539,7.918793678283691,0.1262818606756198,15
sa,1079,1.4609375,0.0140228271484375,,0.00420684814453125,,2.9898797947680578e-05,0.3,0.05395,9.18928337097168,0.10882241406973386,15
sa,1080,1.306640625,0.02730560302734375,,0.008191680908203125,,2.9896189516875893e-05,0.3,0.054000000000000006,10.627145767211914,0.09409864340859184,15
sa,1081,1.130859375,0.018707275390625,,0.0056121826171875,,2.9893550163251348e-05,0.3,0.05405,9.059052467346191,0.11038682065310364,14
sa,1082,1.380859375,0.0169525146484375,,0.00508575439453125,,2.9890874429838732e-05,0.3,0.05410000000000001,7.873812675476074,0.12700327544172074,15
sa,1083,1.263671875,0.0167694091796875,,0.00503082275390625,,2.9888167773606256e-05,0.3,0.054150000000000004,10.747299194335938,0.09304663263929806,15
sa,1084,1.34765625,0.0250244140625,,0.00750732421875,,2.988542473758571e-05,0.3,0.054200000000000005,9.025679588317871,0.11079498116621836,16
sa,1085,1.505859375,0.02569580078125,,0.007708740234375,,2.9882652597734705e-05,0.3,0.05425,9.696995735168457,0.10312472309060244,16
sa,1086,1.5263671875,0.00960540771484375,,0.002881622314453125,,2.9879847716074437e-05,0.3,0.05430000000000001,12.39550495147705,0.08067440607821627,16
sa,1087,1.224609375,0.013458251953125,,0.0040374755859374995,,2.9877008273615502e-05,0.3,0.05435,9.32140827178955,0.10727992711427681,14
sa,1088,1.400390625,0.04116058349609375,,0.012348175048828125,,2.98741342703579e-05,0.3,0.054400000000000004,9.174992561340332,0.10899191397861085,16
sa,1089,1.4921875,0.025665283203125,,0.0076995849609374995,,2.9871227525291033e-05,0.3,0.05445,10.584423065185547,0.09447846083261882,14
sa,1090,1.408203125,0.0257720947265625,,0.00773162841796875,,2.9868289857404307e-05,0.3,0.05450000000000001,9.206430435180664,0.10861973128897881,15
sa,1091,1.318359375,0.022701263427734375,,0.006810379028320312,,2.9865317628718913e-05,0.3,0.05455,9.086345672607422,0.11005524509316181,14
sa,1092,1.37890625,0.02124786376953125,,0.006374359130859375,,2.986231447721366e-05,0.3,0.05460000000000001,9.596303939819336,0.10420678693288933,14
sa,1093,1.455078125,0.056182861328125,,0.0168548583984375,,2.9859276764909737e-05,0.3,0.054650000000000004,8.712267875671387,0.11478067642897605,16
sa,1094,1.375,0.00708770751953125,,0.002126312255859375,,2.985620631079655e-05,0.3,0.054700000000000006,10.899114608764648,0.09175057203232256,16
sa,1095,1.185546875,0.025604248046875,,0.0076812744140625,,2.9853103114874102e-05,0.3,0.05475,9.94176959991455,0.10058571464064053,16
sa,1096,1.14453125,0.0234527587890625,,0.0070358276367187495,,2.984996717714239e-05,0.3,0.05480000000000001,11.279662132263184,0.08865513774031432,16
sa,1097,1.400390625,0.01699066162109375,,0.005097198486328125,,2.9846798497601412e-05,0.3,0.05485,10.59506893157959,0.0943835294001162,14
sa,1098,1.244140625,0.0182952880859375,,0.00548858642578125,,2.9843595257261768e-05,0.3,0.054900000000000004,8.287944793701172,0.12065717435280202,14
sa,1099,1.392578125,0.015655517578125,,0.0046966552734375,,2.9840361094102263e-05,0.3,0.05495,8.65818977355957,0.11549758392381347,14
sa,1100,1.3125,0.0140838623046875,,0.00422515869140625,,2.9837094189133495e-05,0.3,0.05500000000000001,9.805564880371094,0.10198290584990294,15
sa,1101,1.130859375,0.024169921875,,0.0072509765625,,2.9833790904376656e-05,0.3,0.05505,8.74233341217041,0.11438593712382054,15
sa,1102,1.224609375,0.0392608642578125,,0.01177825927734375,,2.983045851578936e-05,0.3,0.05510000000000001,8.963576316833496,0.11156261347627634,16
sa,1103,1.197265625,0.0247955322265625,,0.00743865966796875,,2.9827091566403396e-05,0.3,0.055150000000000005,13.836593627929688,0.07227212324726096,15
sa,1104,1.484375,0.046142578125,,0.013842773437499999,,2.9823690056218766e-05,0.3,0.055200000000000006,8.0761079788208,0.12382201954486631,15
sa,1105,1.427734375,0.0479736328125,,0.014392089843749999,,2.9820261261193082e-05,0.3,0.05525,12.286070823669434,0.08139298676949461,16
sa,1106,1.193359375,0.01898193359375,,0.005694580078125,,2.9816794267389923e-05,0.3,0.05530000000000001,8.800589561462402,0.11362875100765739,15
sa,1107,1.515625,0.012119293212890625,,0.003635787963867187,,2.98132945317775e-05,0.3,0.05535,9.07609748840332,0.11017951286637417,13
sa,1108,1.373046875,0.020111083984375,,0.0060333251953125,,2.980976387334522e-05,0.3,0.055400000000000005,9.47126293182373,0.10558254027981524,14
sa,1109,1.2685546875,0.01996612548828125,,0.005989837646484375,,2.9806200473103672e-05,0.3,0.05545,9.951461791992188,0.100487749528887,12
sa,1110,1.52734375,0.020904541015625,,0.0062713623046875,,2.9802606150042266e-05,0.3,0.05550000000000001,8.467975616455078,0.11809197915695308,15
sa,1111,1.1123046875,0.01782989501953125,,0.005348968505859375,,2.9798975447192788e-05,0.3,0.05555,10.42773151397705,0.0958981345712274,16
sa,1112,1.07421875,0.0200347900390625,,0.00601043701171875,,2.9795312002534047e-05,0.3,0.05560000000000001,8.574947357177734,0.11661879173671443,16
sa,1113,1.43359375,0.0215911865234375,,0.00647735595703125,,2.979161581606604e-05,0.3,0.055650000000000005,10.762526512145996,0.09291498598135438,15
sa,1114,1.31640625,0.01427459716796875,,0.004282379150390625,,2.978789052576758e-05,0.3,0.055700000000000006,8.711243629455566,0.11479417205353695,15
sa,1115,1.015625,0.02166748046875,,0.006500244140625,,2.9784128855681047e-05,0.3,0.05575,9.116347312927246,0.10969305640450654,16
sa,1116,1.181640625,0.013641357421875,,0.0040924072265625,,2.978033444378525e-05,0.3,0.05580000000000001,9.691651344299316,0.10318159047149437,14
sa,1117,1.294921875,0.0278472900390625,,0.00835418701171875,,2.9776509109069593e-05,0.3,0.055850000000000004,11.495274543762207,0.08699226766555478,14
sa,1118,1.41796875,0.0162811279296875,,0.0048843383789062495,,2.977264921355527e-05,0.3,0.055900000000000005,10.794116973876953,0.09264305754885915,15
sa,1119,1.537109375,0.02191162109375,,0.006573486328125,,2.9768758395221084e-05,0.3,0.05595,9.997529983520508,0.10002470626728366,16
sa,1120,1.16015625,0.033355712890625,,0.0100067138671875,,2.9764834835077636e-05,0.3,0.05600000000000001,10.13352108001709,0.09868238217532908,16
sa,1121,1.455078125,0.0271759033203125,,0.00815277099609375,,2.976087671413552e-05,0.3,0.05605,9.281826972961426,0.10773741020092983,15
sa,1122,1.20703125,0.01221466064453125,,0.0036643981933593747,,2.9756887670373544e-05,0.3,0.05610000000000001,10.822897911071777,0.09239669524896879,16
sa,1123,1.228515625,0.0166168212890625,,0.00498504638671875,,2.97528640658129e-05,0.3,0.056150000000000005,8.434510231018066,0.11856052961113042,13
sa,1124,1.3125,0.0294647216796875,,0.00883941650390625,,2.9748807719442993e-05,0.3,0.05620000000000001,10.27950668334961,0.09728093290894645,15
sa,1125,1.36328125,0.023712158203125,,0.0071136474609375,,2.9744720450253226e-05,0.3,0.05625,9.8395357131958,0.10163081156958453,15
sa,1126,1.119140625,0.022369384765625,,0.0067108154296875,,2.9740600439254194e-05,0.3,0.056299999999999996,8.736665725708008,0.1144601420490952,16
sa,1127,1.0947265625,0.04083251953125,,0.012249755859375,,2.97364476864459e-05,0.3,0.056350000000000004,8.549421310424805,0.11696698100263722,16
sa,1128,1.2890625,0.0252685546875,,0.007580566406249999,,2.973226219182834e-05,0.3,0.0564,9.577984809875488,0.10440609583854621,15
sa,1129,1.337890625,0.0234375,,0.007031249999999999,,2.9728042136412114e-05,0.3,0.05645,10.214960098266602,0.09789563447924697,16
sa,1130,1.0927734375,0.020050048828125,,0.0060150146484375,,2.9723791158176027e-05,0.3,0.056499999999999995,8.273286819458008,0.12087094546850378,15
sa,1131,1.220703125,0.0335235595703125,,0.01005706787109375,,2.9719505619141273e-05,0.3,0.05655,10.416685104370117,0.09599983007842576,15
sa,1132,1.1279296875,0.014617919921875,,0.0043853759765625,,2.971518915728666e-05,0.3,0.0566,8.574410438537598,0.11662609425663956,15
sa,1133,1.23046875,0.032867431640625,,0.009860229492187499,,2.9710843591601588e-05,0.3,0.056650000000000006,14.208489418029785,0.07038045851173,16
sa,1134,1.072265625,0.0196075439453125,,0.00588226318359375,,2.9706459827139042e-05,0.3,0.0567,9.305872917175293,0.10745902172748995,16
sa,1135,1.396484375,0.037689208984375,,0.0113067626953125,,2.9702045139856637e-05,0.3,0.05675,10.649081230163574,0.09390481473345279,15
sa,1136,1.181640625,0.024169921875,,0.0072509765625,,2.9697597710764967e-05,0.3,0.056799999999999996,11.412348747253418,0.08762438146141192,14
sa,1137,1.18359375,0.0223541259765625,,0.00670623779296875,,2.9693119358853437e-05,0.3,0.056850000000000005,11.744230270385742,0.08514819421768326,16
sa,1138,1.0576171875,0.02850341796875,,0.008551025390625,,2.968860644614324e-05,0.3,0.0569,10.45817756652832,0.09561895403273005,16
sa,1139,1.009765625,0.023040771484375,,0.0069122314453125,,2.9684064429602586e-05,0.3,0.05695,9.097734451293945,0.10991747509818478,16
sa,1140,1.3984375,0.028900146484375,,0.008670043945312499,,2.967948603327386e-05,0.3,0.056999999999999995,9.23071575164795,0.1083339609738791,16
sa,1141,1.3544921875,0.02750396728515625,,0.008251190185546875,,2.9674876714125276e-05,0.3,0.057050000000000003,9.658172607421875,0.10353925536923461,14
sa,1142,1.28125,0.043548583984375,,0.013064575195312499,,2.9670232834178023e-05,0.3,0.0571,8.249513626098633,0.12121926762280176,16
sa,1143,1.39453125,0.047607421875,,0.0142822265625,,2.966555803141091e-05,0.3,0.057150000000000006,10.055891990661621,0.09944418664486925,15
sa,1144,1.20703125,0.04775238037109375,,0.014325714111328124,,2.9660852305823937e-05,0.3,0.0572,12.160133361816406,0.0822359402027665,16
sa,1145,1.3349609375,0.025115966796875,,0.007534790039062499,,2.9656112019438297e-05,0.3,0.05725,9.754891395568848,0.10251267384219667,15
sa,1146,1.0673828125,0.0225982666015625,,0.00677947998046875,,2.9651338991243392e-05,0.3,0.0573,9.143973350524902,0.10936164855976924,15
sa,1147,1.3359375,0.0157928466796875,,0.00473785400390625,,2.964653685921803e-05,0.3,0.057350000000000005,8.296295166015625,0.12053573070740436,15
sa,1148,1.1044921875,0.01634979248046875,,0.004904937744140625,,2.96416983474046e-05,0.3,0.0574,9.332131385803223,0.10715665678703144,15
sa,1149,1.03515625,0.013671875,,0.0041015625,,2.963683073176071e-05,0.3,0.05745,9.568856239318848,0.10450569796324835,16
sa,1150,1.16796875,0.024993896484375,,0.0074981689453125,,2.963192673632875e-05,0.3,0.057499999999999996,8.554253578186035,0.11690090676643866,15
sa,1151,1.482421875,0.01381683349609375,,0.004145050048828125,,2.9626993637066334e-05,0.3,0.057550000000000004,12.308553695678711,0.08124431389132909,14
sa,1152,0.916015625,0.01488494873046875,,0.004465484619140625,,2.962202597700525e-05,0.3,0.0576,6.595874309539795,0.15160992357808767,14
sa,1153,1.15625,0.025634765625,,0.0076904296875,,2.9617027394124307e-05,0.3,0.05765000000000001,14.963616371154785,0.06682876486513581,15
sa,1154,1.044921875,0.01146697998046875,,0.003440093994140625,,2.9611997888423502e-05,0.3,0.0577,8.651876449584961,0.11558186317466092,15
sa,1155,1.12109375,0.0190887451171875,,0.00572662353515625,,2.9606932002934627e-05,0.3,0.05775,8.86108684539795,0.11285297361907193,16
sa,1156,1.14453125,0.01824951171875,,0.005474853515625,,2.9601835194625892e-05,0.3,0.0578,8.541110038757324,0.11708080044189355,14
sa,1157,1.146484375,0.02050018310546875,,0.006150054931640625,,2.95967092824867e-05,0.3,0.057850000000000006,9.207698822021484,0.1086047686104113,15
sa,1158,1.03125,0.016845703125,,0.0050537109375,,2.9591546990559436e-05,0.3,0.0579,7.093357086181641,0.14097697153130362,13
sa,1159,1.091796875,0.0308837890625,,0.009265136718749999,,2.9586353775812313e-05,0.3,0.05795,8.372979164123535,0.11943180323256875,13
sa,1160,1.0927734375,0.12933349609375,,0.038800048828124996,,2.9581131457234733e-05,0.3,0.057999999999999996,22.884559631347656,0.043697585451029745,14
sa,1161,1.1787109375,0.016143798828125,,0.0048431396484375,,2.9575870939879678e-05,0.3,0.058050000000000004,10.868075370788574,0.09201261179029174,15
sa,1162,1.13671875,0.0231170654296875,,0.00693511962890625,,2.957058313768357e-05,0.3,0.0581,10.863551139831543,0.09205093133252434,16
sa,1163,1.064453125,0.0134124755859375,,0.00402374267578125,,2.956525895569939e-05,0.3,0.05815000000000001,13.236534118652344,0.07554847749690335,15
sa,1164,1.35546875,0.0364837646484375,,0.01094512939453125,,2.9559905669884756e-05,0.3,0.0582,13.540205001831055,0.07385412553685627,13
sa,1165,1.2275390625,0.024871826171875,,0.0074615478515625,,2.9554517823271453e-05,0.3,0.05825,8.446643829345703,0.11839021748801054,15
sa,1166,1.208984375,0.009975433349609375,,0.0029926300048828125,,2.9549102691817097e-05,0.3,0.0583,10.596636772155762,0.09436956474979388,16
sa,1167,0.8115234375,0.0179290771484375,,0.00537872314453125,,2.9543649361585267e-05,0.3,0.058350000000000006,7.599112033843994,0.13159432254009712,16
sa,1168,1.4140625,0.02740478515625,,0.008221435546875,,2.9538165108533576e-05,0.3,0.0584,10.520888328552246,0.09504900810382497,15
sa,1169,1.169921875,0.01038360595703125,,0.003115081787109375,,2.953265175165143e-05,0.3,0.05845,8.570048332214355,0.11668545628162366,14
sa,1170,1.083984375,0.0209808349609375,,0.00629425048828125,,2.9527103833970614e-05,0.3,0.058499999999999996,10.491250038146973,0.09531752616360538,16
